make,model,model_clean
Nissan,Murano SL FWD,Murano
Nissan,Murano SL Intelligent AWD,Murano
Nissan,Murano SV,Murano
Nissan,Murano SV FWD,Murano
Nissan,Murano SV Intelligent AWD,Murano
Nissan,Pathfinder Platinum,Pathfinder
Nissan,Pathfinder Platinum 2WD,Pathfinder
Nissan,Pathfinder Platinum 4WD,Pathfinder
Nissan,Pathfinder Platinum FWD,Pathfinder
Nissan,Pathfinder Rock Creek,Pathfinder
Nissan,Pathfinder Rock Creek 4WD,Pathfinder
Nissan,Pathfinder S,Pathfinder
Nissan,Pathfinder S 2WD,Pathfinder
Nissan,Pathfinder S 4WD,Pathfinder
Nissan,Pathfinder S FWD,Pathfinder
Nissan,Pathfinder SL,Pathfinder
Nissan,Pathfinder SL 2WD,Pathfinder
Nissan,Pathfinder SL 4WD,Pathfinder
Nissan,Pathfinder SL FWD,Pathfinder
Nissan,Pathfinder SV,Pathfinder
Nissan,Pathfinder SV 2WD,Pathfinder
Nissan,Pathfinder SV 4WD,Pathfinder
Nissan,Pathfinder SV FWD,Pathfinder
Nissan,Rogue Automatic CVT,Rogue
Nissan,Rogue DA,Rogue
Nissan,Rogue Dark Armor,Rogue
Nissan,Rogue Platinum,Rogue
Nissan,Rogue Rock Creek,Rogue
Nissan,Rogue S,Rogue
Nissan,Rogue SL,Rogue
Nissan,Rogue SV,Rogue
Nissan,Rogue Sport S,Rogue
Nissan,Rogue Sport SL,Rogue
Nissan,Rogue Sport SV,Rogue
Nissan,Sentra S,Sentra
Nissan,Sentra SL,Sentra
Nissan,Sentra SR,Sentra
Nissan,Sentra SV,Sentra
Nissan,Versa 1.6 S,Versa
Nissan,Versa 1.6 SR,Versa
Nissan,Versa 1.6 SV,Versa
Nissan,Versa S,Versa
Nissan,Versa SV,Versa
Polestar,"3 Long range Dual motor - Plus,Pilot",Polestar
Porsche,Cayenne Base,Cayenne
Porsche,Cayenne Cayenne,Cayenne
Porsche,Cayenne Platinum Edition,Cayenne
Porsche,Cayenne S,Cayenne
Porsche,Cayenne S Coupe AWD,Cayenne
Porsche,Cayenne Turbo,Cayenne
Porsche,Macan,Macan
Porsche,Macan Base,Macan
Porsche,Macan Base (PDK),Macan
Porsche,Macan Macan,Macan
Porsche,Macan Premium Pkg $63K MSRP,Macan
Porsche,Macan S,Macan
Porsche,Macan S AWD 4dr SUV,Macan
Porsche,Macan T,Macan
Porsche,Taycan 4S,Taycan
Rivian,R1S Adventure,R1S
Rivian,R1S Adventure Quad Motor Large Pack,R1S
Subaru,Ascent Bronze Edition 7-Passenger,Ascent
Subaru,Ascent Limited,Ascent
Subaru,Ascent Limited 7-Passenger,Ascent
Subaru,Ascent Limited 8-Passenger,Ascent
Subaru,Ascent Limited Bronze Edition,Ascent
Subaru,Ascent Onyx Edition,Ascent
Subaru,Ascent Onyx Edition 7-Passenger,Ascent
Subaru,Ascent Onyx Edition Touring,Ascent
Subaru,Ascent Onyx Edition Touring 7-Passenger,Ascent
Subaru,Ascent Premium,Ascent
Subaru,Ascent Premium 7-Passenger,Ascent
Subaru,Ascent Premium 8-Passenger,Ascent
Subaru,Ascent Touring,Ascent
Subaru,Ascent Touring 7-Passenger,Ascent
Subaru,Crosstrek 2.0i Limited,Crosstrek
Subaru,Crosstrek 2.0i Premium,Crosstrek
Subaru,Crosstrek Base,Crosstrek
Subaru,Crosstrek Hybrid Base,Crosstrek
Subaru,Crosstrek Limited,Crosstrek
Subaru,Crosstrek Premium,Crosstrek
Subaru,Crosstrek Sport,Crosstrek
Subaru,Crosstrek Wilderness,Crosstrek
Subaru,Forester 2.5I,Forester
Subaru,Forester 2.5i,Forester
Subaru,Forester 2.5i Limited,Forester
Subaru,Forester 2.5i Premium,Forester
Subaru,Forester Base,Forester
Subaru,Forester Base (CVT),Forester
Subaru,Forester Hybrid Limited,Forester
Subaru,Forester Hybrid Sport,Forester
Subaru,Forester Hybrid Touring,Forester
Subaru,Forester Limited,Forester
Subaru,Forester Premium,Forester
Subaru,Forester Sport,Forester
Subaru,Forester Touring,Forester
Subaru,Forester Wilderness,Forester
Subaru,Impreza Base,Impreza
Subaru,Impreza Sedan,Impreza
Subaru,Legacy,Legacy
Subaru,Legacy 3.6R Limited,Legacy
Subaru,Legacy Limited,Legacy
Subaru,Legacy Premium,Legacy
Subaru,Legacy Sport,Legacy
Subaru,Legacy Touring XT,Legacy
Subaru,Outback 2.5i,Outback
Subaru,Outback 2.5i Limited,Outback
Subaru,Outback 2.5i Premium,Outback
Subaru,Outback 3.6R Touring,Outback
Subaru,Outback Limited,Outback
Subaru,Outback Limited XT,Outback
Subaru,Outback Onyx Edition,Outback
Subaru,Outback Onyx Edition XT,Outback
Subaru,Outback Premium,Outback
Subaru,Outback Touring,Outback
Subaru,Outback Touring XT,Outback
Subaru,Outback Wilderness,Outback
Subaru,Solterra Limited,Solterra
Subaru,Solterra Premium,Solterra
Subaru,Solterra Touring,Solterra
Subaru,WRX Base,WRX
Subaru,WRX GT,WRX
Subaru,WRX LIMITED,WRX
Subaru,WRX Limited,WRX
Subaru,WRX Premium,WRX
Subaru,WRX STI Limited,WRX
Subaru,WRX STI Limited w/Wing,WRX
Subaru,WRX tS,WRX
Tesla,Model 3 Base,Model 3
Tesla,Model 3 Long Range,Model 3
Tesla,Model 3 Mid Range,Model 3
Tesla,Model 3 Performance,Model 3
Tesla,Model 3 Standard Range,Model 3
Tesla,Model 3 Standard Range Plus,Model 3
Tesla,Model X 75D,Model X
Tesla,Model Y Long Range,Model Y Long
Tesla,Model Y Long Range Dual Motor All-Wheel Drive,Model Y Long
Tesla,Model Y Performance,Model Y Long
Tesla,Model Y Performance AWD,Model Y Long
Tesla,Model Y Performance Dual Motor All-Wheel Drive,Model Y Long
Tesla,Model Y Standard Range,Model Y Long
Toyota,4Runner Hybrid Platinum,4Runner
Toyota,4Runner Hybrid TRD,4Runner
Toyota,4Runner Hybrid TRD Off Road,4Runner
Toyota,4Runner Limited,4Runner
Toyota,4Runner SR5,4Runner
Toyota,4Runner SR5 Premium,4Runner
Toyota,4Runner TRD OFF-ROAD,4Runner
Toyota,4Runner TRD Off Road,4Runner
Toyota,4Runner TRD Off Road Premium,4Runner
Toyota,4Runner TRD Pro,4Runner
Toyota,4Runner TRD Sport,4Runner
Toyota,4Runner TRD Sport Premium,4Runner
Toyota,Avalon Hybrid Limited,Avalon
Toyota,Avalon Hybrid XLE Premium,Avalon
Toyota,Avalon Limited,Avalon
Toyota,Avalon Touring,Avalon
Toyota,Avalon XLE,Avalon
Toyota,C-HR LE,C-HR
Toyota,C-HR Limited,C-HR
Toyota,Camry Hybrid SE,Camry
Toyota,Camry Hybrid XLE,Camry
Toyota,Camry LE,Camry
Toyota,Camry SE,Camry
Toyota,Camry TRD,Camry
Toyota,Camry TRD V6,Camry
Toyota,Camry XLE,Camry
Toyota,Camry XSE,Camry
Toyota,Corolla Cross Hybrid SE,Corolla
Toyota,Corolla Cross Hybrid XSE,Corolla
Toyota,Corolla Cross L,Corolla
Toyota,Corolla Cross LE,Corolla
Toyota,Corolla Cross XLE,Corolla
Toyota,Corolla FX,Corolla
Toyota,Corolla Hybrid L,Corolla
Toyota,Corolla Hybrid LE,Corolla
Toyota,Corolla Hybrid SE,Corolla
Toyota,Corolla Hybrid XLE,Corolla
Toyota,Corolla L,Corolla
Toyota,Corolla LE,Corolla
Toyota,Corolla Nightshade Edition,Corolla
Toyota,Corolla SE,Corolla
Toyota,Corolla XLE,Corolla
Toyota,Corolla XSE,Corolla
Toyota,Crown Limited,Crown
Toyota,Crown Nightshade Edition,Crown
Toyota,Crown Platinum,Crown
Toyota,Crown Signia LIMITED,Crown
Toyota,Crown Signia Limited,Crown
Toyota,Crown Signia XLE,Crown
Toyota,Crown Signia XLE XLE,Crown
Toyota,Crown XLE,Crown
Toyota,Grand Highlander Hybrid Limited,Grand Highlander
Toyota,Grand Highlander Hybrid Limited MAX,Grand Highlander
Toyota,Grand Highlander Hybrid MAX Platinum,Grand Highlander
Toyota,Grand Highlander LE,Grand Highlander
Toyota,Grand Highlander LIMITED,Grand Highlander
Toyota,Grand Highlander Limited,Grand Highlander
Toyota,Grand Highlander Platinum,Grand Highlander
Toyota,Grand Highlander XLE,Grand Highlander
Toyota,Highlander Hybrid Base,Highlander
Toyota,Highlander Hybrid LE,Highlander
Toyota,Highlander Hybrid Limited,Highlander
Toyota,Highlander Hybrid Platinum,Highlander
Toyota,Highlander Hybrid XLE,Highlander
Toyota,Highlander L,Highlander
Toyota,Highlander LE,Highlander
Toyota,Highlander LE I4,Highlander
Toyota,Highlander Limited,Highlander
Toyota,Highlander Platinum,Highlander
Toyota,Highlander XLE,Highlander
Toyota,Highlander XSE,Highlander
Toyota,Land Cruiser Base,Land Cruiser
Toyota,RAV4 Adventure,RAV4
Toyota,RAV4 Hybrid LE,RAV4
Toyota,RAV4 Hybrid Limited,RAV4
Toyota,RAV4 Hybrid SE,RAV4
Toyota,RAV4 Hybrid Woodland Edition,RAV4
Toyota,RAV4 Hybrid XLE,RAV4
Toyota,RAV4 Hybrid XLE Premium,RAV4
Toyota,RAV4 Hybrid XSE,RAV4
Toyota,RAV4 LE,RAV4
Toyota,RAV4 Limited,RAV4
Toyota,RAV4 Plug-In Hybrid SE,RAV4
Toyota,RAV4 Prime SE,RAV4
Toyota,RAV4 XLE,RAV4
Toyota,RAV4 XLE Premium,RAV4
Toyota,Sequoia Platinum,Sequoia
Toyota,Sequoia SR5,Sequoia
Toyota,Venza Limited,Venza
Toyota,Venza XLE,Venza
Toyota,Yaris Sedan LE,Yaris
Toyota,Yaris iA,Yaris
Toyota,Yaris iA Base (A6),Yaris
Toyota,bZ LIMITED,bZ
Toyota,bZ Limited,bZ
Toyota,bZ XLE,bZ
Toyota,bZ XLE PLUS,bZ
Toyota,bZ XLE Plus,bZ
Toyota,bZ XLE XLE,bZ
Toyota,bZ4X Limited,bZ
Toyota,bZ4X XLE,bZ
Vinfast,VF 8 Eco,VF
Volkswagen,Atlas 2.0T Peak Edition,Atlas
Volkswagen,Atlas 2.0T Peak Edition SE w/Technology,Atlas
Volkswagen,Atlas 2.0T Peak Edition SEL,Atlas
Volkswagen,Atlas 2.0T SE,Atlas
Volkswagen,Atlas 2.0T SE w/Technology,Atlas
Volkswagen,Atlas 2.0T SE w/Technology 4MOTION,Atlas
Volkswagen,Atlas 2.0T SEL,Atlas
Volkswagen,Atlas 2.0T SEL Premium R-Line 4MOTION,Atlas
Volkswagen,Atlas 3.6 V6 SEL R-Line Black,Atlas
Volkswagen,Atlas 3.6L S,Atlas
Volkswagen,Atlas 3.6L SE,Atlas
Volkswagen,Atlas 3.6L SE w/Technology,Atlas
Volkswagen,Atlas 3.6L SEL,Atlas
Volkswagen,Atlas 3.6L SEL Premium,Atlas
Volkswagen,Atlas Cross Sport 2.0T SE,Atlas
Volkswagen,Atlas Cross Sport 2.0T SE W/TECHNOLOGY,Atlas
Volkswagen,Atlas Cross Sport 2.0T SE w/Technology,Atlas
Volkswagen,Atlas Cross Sport 2.0T SE w/Technology 4MOTION,Atlas
Volkswagen,Atlas Cross Sport 2.0T SEL,Atlas
Volkswagen,Atlas Cross Sport 2.0T SEL Premium R-Line,Atlas
Volkswagen,Atlas Cross Sport 2.0T SEL R-Line,Atlas
Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology,Atlas
Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology R-Line,Atlas
Volkswagen,Atlas Cross Sport 3.6L V6 SEL,Atlas
Volkswagen,Atlas Cross Sport 3.6L V6 SEL 4MOTION,Atlas
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium R-Line,Atlas
Volkswagen,Atlas Cross Sport SE w/Tech,Atlas
Volkswagen,Atlas SE,Atlas
Volkswagen,Atlas SE w/Tech,Atlas
Volkswagen,Atlas SEL Premium,Atlas
Volkswagen,Atlas SEL R-Line,Atlas
Volkswagen,ID.4 AWD Pro S,ID.4
Volkswagen,ID.4 Pro,ID.4
Volkswagen,ID.4 Pro S,ID.4
Volkswagen,Jetta 1.4T S,Jetta
Volkswagen,Jetta 1.4T SE,Jetta
Volkswagen,Jetta 1.4T SEL,Jetta
Volkswagen,Jetta 1.4T Wolfsburg Edition,Jetta
Volkswagen,Jetta 1.5T S,Jetta
Volkswagen,Jetta 1.5T SE,Jetta
Volkswagen,Jetta 1.5T SEL,Jetta
Volkswagen,Jetta 1.5T SPORT,Jetta
Volkswagen,Jetta 1.5T Sport,Jetta
Volkswagen,Jetta GLI 2.0T 35th Anniversary Edition,Jetta
Volkswagen,Jetta GLI 2.0T Autobahn,Jetta
Volkswagen,Jetta GLI Autobahn,Jetta
Volkswagen,Jetta S,Jetta
Volkswagen,Jetta SE,Jetta
Volkswagen,Jetta Sport,Jetta
Volkswagen,Passat 2.0T Limited Edition,Passat
Volkswagen,Passat 2.0T R-Line,Passat
Volkswagen,Passat 2.0T S,Passat
Volkswagen,Passat 2.0T SE,Passat
Volkswagen,Passat SEL,Passat
Volkswagen,Passat SEL Premium,Passat
Volkswagen,Taos 1.5T S,Taos
Volkswagen,Taos 1.5T SE,Taos
Volkswagen,Taos 1.5T SE Black,Taos
Volkswagen,Taos 1.5T SEL,Taos
Volkswagen,Taos S,Taos
Volkswagen,Taos SE,Taos
Volkswagen,Taos SEL,Taos
Volkswagen,Tiguan 2.0T S,Tiguan
Volkswagen,Tiguan 2.0T S 4MOTION,Tiguan
Volkswagen,Tiguan 2.0T SE,Tiguan
Volkswagen,Tiguan 2.0T SE 4MOTION,Tiguan
Volkswagen,Tiguan 2.0T SE R-Line Black,Tiguan
Volkswagen,Tiguan 2.0T SE R-Line Black 4MOTION,Tiguan
Volkswagen,Tiguan 2.0T SEL,Tiguan
Volkswagen,Tiguan 2.0T SEL Premium,Tiguan
Volkswagen,Tiguan 2.0T SEL Premium R-Line,Tiguan
Volkswagen,Tiguan 2.0T SEL R-Line,Tiguan
Volkswagen,Tiguan 2.0T SEL R-Line 4MOTION,Tiguan
Volkswagen,Tiguan 2.0T Wolfsburg Edition,Tiguan
Volkswagen,Tiguan Limited,Tiguan
Volkswagen,Tiguan S,Tiguan
Volkswagen,Tiguan SE,Tiguan
Volkswagen,Tiguan SE R-Line Black,Tiguan
Volkswagen,Tiguan SEL,Tiguan
Volkswagen,Tiguan SEL R-Line,Tiguan
Volkswagen,Tiguan Wolfsburg Edition,Tiguan
Volvo,C40 Recharge Pure Electric Plus,C40
Volvo,C40 Recharge Pure Electric Twin Core,C40
Volvo,C40 Recharge Pure Electric Twin Plus,C40
Volvo,C40 Recharge Pure Electric Twin Ultimate,C40
Volvo,"EX30 Cross Country Ultra, Twin Motor Performance, Fully electric",EX30
Volvo,"EX30 Plus Twin Motor Performance, Fully electric",EX30
Volvo,EX30 Twin Motor Ultra,EX30
Volvo,"EX30 Ultra Twin Motor Performance, Fully electric",EX30
Volvo,EX40 Single Motor Extended Range Plus,EX40
Volvo,S60 B5 Core Dark Theme,S60
Volvo,S60 B5 Inscription,S60
Volvo,S60 B5 Plus Dark Theme,S60
Volvo,S60 B5 Plus Dark Theme 4dr Sedan,S60
Volvo,S60 Inscription T5,S60
Volvo,S60 Inscription T5 Drive-E Premier,S60
Volvo,S60 Recharge Plug-In Hybrid T8 Plus Dark Theme,S60
Volvo,S60 T5 Dynamic,S60
Volvo,S60 T5 Inscription,S60
Volvo,S60 T5 Momentum,S60
Volvo,S60 T6 Inscription,S60
Volvo,S60 T6 Momentum,S60
Volvo,S60 T6 R-Design,S60
Volvo,S90 B6 Ultra,S90
Volvo,S90 T5 Momentum,S90
Volvo,S90 T6 Inscription,S90
Volvo,XC40 B4 Plus,XC40
Volvo,XC40 B4 Plus Bright Theme,XC40
Volvo,XC40 B5 Core,XC40
Volvo,XC40 B5 Core Bright Theme,XC40
Volvo,XC40 B5 Core Dark Theme,XC40
Volvo,XC40 B5 Plus,XC40
Volvo,XC40 B5 Plus Bright Theme,XC40
Volvo,XC40 B5 Plus Dark Theme,XC40
Volvo,XC40 B5 Ultimate Bright Theme,XC40
Volvo,XC40 B5 Ultimate Dark Theme,XC40
Volvo,XC40 B5 Ultra,XC40
Volvo,XC40 B5 Ultra Bright Theme,XC40
Volvo,XC40 T4 Inscription,XC40
Volvo,XC40 T4 Momentum,XC40
Volvo,XC40 T4 R-Design,XC40
Volvo,XC40 T5 Momentum,XC40
Volvo,XC40 T5 R-Design,XC40
Volvo,XC60 B5 Core,XC60
Volvo,XC60 B5 Inscription,XC60
Volvo,XC60 B5 Momentum,XC60
Volvo,XC60 B5 Plus,XC60
Volvo,XC60 B5 Plus Bright Theme,XC60
Volvo,XC60 B5 Plus Dark Theme,XC60
Volvo,XC60 B5 Ultimate Bright Theme,XC60
Volvo,XC60 B5 Ultimate Dark Theme,XC60
Volvo,XC60 B5 Ultra,XC60
Volvo,"XC60 Plug-In Hybrid Core, T8 AWD Electric/Gasoline, Dark",XC60
Volvo,XC60 Plug-In Hybrid T8 Core,XC60
Volvo,XC60 Plug-In Hybrid T8 Plus,XC60
Volvo,XC60 Plug-In Hybrid T8 Ultra,XC60
Volvo,XC60 Recharge Plug-In Hybrid T8 Core Dark Theme,XC60
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,XC60
Volvo,XC60 Recharge Plug-In Hybrid T8 Plus Dark Theme,XC60
Volvo,XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,XC60
Volvo,XC60 T5 Inscription,XC60
Volvo,XC60 T5 Momentum,XC60
Volvo,XC60 T6 Dynamic,XC60
Volvo,XC90 B5 Core,XC90
Volvo,XC90 B5 Core Bright Theme,XC90
Volvo,XC90 B5 Ultra,XC90
Volvo,XC90 B6 Plus 7-Seater,XC90
Volvo,XC90 B6 Plus Bright Theme,XC90
Volvo,XC90 B6 Plus Bright Theme 7-Seater,XC90
Volvo,XC90 B6 Ultimate,XC90
Volvo,XC90 B6 Ultimate 7-Seater,XC90
Volvo,XC90 B6 Ultimate Bright Theme 7-Seater,XC90
Volvo,XC90 Hybrid T8 R-Design,XC90
Volvo,XC90 Hybrid T8 R-Design 7 Passenger,XC90
Volvo,XC90 Plug-In Hybrid T8 Plus 7-Seater,XC90
Volvo,XC90 Plug-In Hybrid T8 Ultra 7-Seater,XC90
Volvo,"XC90 Plus, B6 AWD Gas (mild hybrid), Gasoline, Bright, 6 Seats",XC90
Volvo,"XC90 Plus, B6 AWD Gas (mild hybrid), Gasoline, Bright, 7 Seats",XC90
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription,XC90
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger,XC90
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription Expression 7 Passenger,XC90
Volvo,XC90 Recharge Plug-In Hybrid T8 Ultimate Bright Theme 7-Seater,XC90
Volvo,XC90 Recharge Plug-In Hybrid T8 Ultimate Dark Theme 7-Seater,XC90
Volvo,XC90 T5 Momentum,XC90
Volvo,XC90 T6 Inscription,XC90
Volvo,XC90 T6 Momentum,XC90
Volvo,XC90 T6 Momentum 7 Passenger,XC90
Volvo,XC90 T6 R-Design,XC90
Volvo,"XC90 Ultra Dark Theme, B6 AWD Gas (mild hybrid), Gasoline, 7 Seats",XC90
